1460607403:   
3096626743:  !
1167659640: Uj
196841618: Uk
1438893377: Ul
4005792764: Um
622328646: Un
3067118987: Uo
2557423378: Up
68650546: Uq
2917078525: Ur
2239075616: Us
2812666962: Ut
2089090775: Uu
118949881: Uv
1093444775: Uw
691698607: Ux
3983560040: Uy
3438414068: Uz
3646025932: U{
1473363161: U|
783092410: U}
3687541807: U~
2010287625: U
3157217721: V 
4183599828: V!
2453713157: V"
850178138: V#
2659701105: V$
2032431542: V%
828451203: V&
3362355539: V'
3314760580: V(
1900831355: V)
2817872016: V*
1098530001: V+
979832496: V,
654764059: V-
195999413: V.
2798067345: V/
3885281745: V0
2352993837: V1
1247768445: V2
4115970049: V3
351772987: V4
609693891: V5
1344308929: V6
835035500: V7
3703010411: V8
3054140912: V9
1059508764: V:
2058342416: V;
540109972: V<
594920341: V=
1037717197: V>
214868558: V?
293276701: V@
2924849816: VA
1767285849: VB
1894923715: VC
976808361: VD
2458099685: VE
1936245447: VF
3680164407: VG
104583694: VH
1618620745: VI
1969968954: VJ
1430108308: VK
679739986: VL
113941450: VM
3571939592: VN
2156886631: VO
1100049556: VP
473255559: VQ
1680634284: VR
1195994378: VS
2910125269: VT
1080012698: VU
910926357: VV
1819068553: VW
3511948190: VX
4265370796: VY
1254472775: VZ
2627898166: V[
3627916384: V\
3594602868: V]
2020781744: V^
3219459617: V_
655053978: V`
3877397422: Va
3276044256: Vb
2325179771: Vc
3610646913: Vd
1136566851: Ve
2420900902: Vf
722645746: Vg
474096285: Vh
3888151007: Vi
4032082354: Vj
2766394553: Vk
2079542991: Vl
2944405173: Vm
1847973916: Vn
4279155791: Vo
1671666290: Vp
3460103974: Vq
2527618199: Vr
2413086976: Vs
2731138804: Vt
3053113323: Vu
3043933547: Vv
1179041101: Vw
862995519: Vx
3315537093: Vy
2398180932: Vz
2708186829: V{
954817506: V|
1188496338: V}
101315869: V~
1098987739: V
2829950783: W 
1258433631: W!
208735692: W"
2988245039: W#
4264878618: W$
1215099018: W%
1833553642: W&
2022434501: W'
24157101: W(
3118130963: W)
4052237597: W*
452705275: W+
2229125032: W,
1092711592: W-
1543299927: W.
1507897504: W/
1226500127: W0
2154697112: W1
33477251: W2
814486350: W3
3401602907: W4
3893349645: W5
336107570: W6
2773295379: W7
576004161: W8
3374483308: W9
3041236984: W:
3691221606: W;
379428455: W<
1578516900: W=
695779280: W>
86853807: W?
3429637962: W@
811316755: WA
3201236692: WB
91987822: WC
2722408927: WD
2575410294: WE
82880096: WF
4210890466: WG
560412908: WH
269534220: WI
4111819935: WJ
1964037782: WK
3256633257: WL
354312476: WM
3339385738: WN
2543516661: WO
1494803705: WP
3632738512: WQ
1724822019: WR
3916660322: WS
2187240217: WT
2352151692: WU
2784746415: WV
759142149: WW
376458635: WX
3014727698: WY
2674122274: WZ
1956997462: W[
1999738339: W\
2971376271: W]
1851530067: W^
3573688166: W_
1812816666: W`
2161189061: Wa
4244896973: Wb
2599829232: Wc
3997448915: Wd
1274362797: We
3371155092: Wf
880900749: Wg
508403895: Wh
3172099179: Wi
3463878001: Wj
3107505092: Wk
3589907803: Wl
3330125082: Wm
1240445530: Wn
3498470411: Wo
2368062901: Wp
3020729159: Wq
1654371349: Wr
2850508400: Ws
443221409: Wt
1577292314: Wu
372271822: Wv
2422449172: Ww
2413089866: Wx
3565619087: Wy
1633433224: Wz
1930986280: W{
3749165267: W|
1339335396: W}
624205510: W~
1188492124: W
1600436692: X 
3091057608: X!
617136643: X"
2515764441: X#
2184957238: X$
1134384603: X%
893676090: X&
2199972611: X'
2850972842: X(
2989652292: X)
3102115254: X*
81105576: X+
2812975791: X,
484636245: X-
1104116006: X.
1148425535: X/
4023148706: X0
1573468865: X1
3290681952: X2
1838553619: X3
4055814755: X4
3891970473: X5
1018411870: X6
3948929653: X7
807646127: X8
3732581082: X9
1398896360: X:
2178169715: X;
1328301053: X<
3660144454: X=
280029524: X>
1083802474: X?
22582154: X@
3411053056: XA
2124931957: XB
3345731718: XC
540481668: XD
4275096237: XE
3902937755: XF
1699964179: XG
1421863238: XH
615068017: XI
2646082131: XJ
771011311: XK
657520438: XL
649215296: XM
3105720290: XN
2905170775: XO
2208115375: XP
601880905: XQ
2418392663: XR
726287568: XS
366431252: XT
3447182029: XU
916828730: XV
728973240: XW
1543319002: XX
1917285348: XY
3663402312: XZ
3345213350: X[
4117730093: X\
333268756: X]
1101553015: X^
1763591587: X_
4096345390: X`
884959834: Xa
3031146182: Xb
2428611991: Xc
299602032: Xd
4040788216: Xe
330654818: Xf
2318824505: Xg
1182772493: Xh
4034808027: Xi
1641168631: Xj
1080550238: Xk
3660641628: Xl
1817843309: Xm
3598252584: Xn
3765915476: Xo
126121189: Xp
3930408611: Xq
2180751029: Xr
714298727: Xs
1409349219: Xt
549602081: Xu
370918377: Xv
4121176332: Xw
2313102579: Xx
2840392579: Xy
1112313379: Xz
614738123: X{
3044735918: X|
2699971200: X}
41360140: X~
2678180313: X
1877916982: Y 
2367264063: Y!
4094482056: Y"
2789504142: Y#
2040479623: Y$
2410838070: Y%
3372944549: Y&
334826375: Y'
169431827: Y(
383030604: Y)
3586422464: Y*
2617984851: Y+
921390315: Y,
3500211296: Y-
4117655962: Y.
1935175212: Y/
1401006991: Y0
3927723936: Y1
3015547797: Y2
2724304306: Y3
2969540144: Y4
2418574387: Y5
2743620907: Y6
3861139332: Y7
3349888293: Y8
554268247: Y9
279800783: Y:
2373594190: Y;
3926439413: Y<
1610271460: Y=
1032599003: Y>
4051397372: Y?
2943817694: Y@
1097920371: YA
1151889711: YB
3868911418: YC
2907596176: YD
675955418: YE
4118314771: YF
488396148: YG
1509280072: YH
113625960: YI
2819557397: YJ
3975197914: YK
1600816002: YL
2383156240: YM
2990004782: YN
4148406120: YO
4233581795: YP
1130336002: YQ
756851584: YR
2162995705: YS
2755981885: YT
4157456999: YU
2753581425: YV
964952893: YW
3960836114: YX
2932078251: YY
3865421856: YZ
102374763: Y[
3003731556: Y\
1516972277: Y]
2260733680: Y^
3297428123: Y_
1393788448: Y`
4113891700: Ya
2277982666: Yb
1956552136: Yc
2132283084: Yd
1209834301: Ye
2153848969: Yf
1734650809: Yg
4189927088: Yh
87652956: Yi
13645328: Yj
4023334647: Yk
628118983: Yl
442366849: Ym
4009017922: Yn
4186531194: Yo
1462457096: Yp
1689012609: Yq
951268085: Yr
5612961: Ys
1227540048: Yt
2240173209: Yu
1217068578: Yv
2399373171: Yw
752628001: Yx
4211651418: Yy
2480431422: Yz
3380699738: Y{
3315055590: Y|
1971945746: Y}
3759093520: Y~
729897299: Y
18564098: Z 
3393540238: Z!
1657345905: Z"
338484781: Z#
3749114384: Z$
1145391011: Z%
1956751006: Z&
16821896: Z'
1231299844: Z(
631954560: Z)
3368078481: Z*
237194877: Z+
1698272603: Z,
339879912: Z-
2075985419: Z.
241162350: Z/
2006212875: Z0
976616298: Z1
3961621989: Z2
4156491199: Z3
1745616280: Z4
3062487559: Z5
1145792919: Z6
173311998: Z7
614634813: Z8
2279444174: Z9
2020121162: Z:
3086513703: Z;
3348238556: Z<
3084815797: Z=
3090109204: Z>
3554833916: Z?
3335388907: Z@
3848704864: ZA
3698381497: ZB
3032856808: ZC
3977774483: ZD
3976233566: ZE
2974737151: ZF
2433859428: ZG
901759592: ZH
2813355227: ZI
770453602: ZJ
831084416: ZK
2021588508: ZL
47513162: ZM
3726515061: ZN
177570351: ZO
307021971: ZP
3048315227: ZQ
3090507787: ZR
2019839623: ZS
114562523: ZT
1407831392: ZU
4053948779: ZV
3486299739: ZW
2359717767: ZX
552380112: ZY
4063990533: ZZ
3662721249: Z[
1411944934: Z\
1325344824: Z]
2272969769: Z^
1047818244: Z_
2314952512: Z`
976591649: Za
2951414974: Zb
4070002563: Zc
3770810525: Zd
1467003647: Ze
3335817487: Zf
2379390626: Zg
2939431575: Zh
458683416: Zi
3173278376: Zj
2183447587: Zk
1715340033: Zl
3076949444: Zm
445875839: Zn
252411520: Zo
795161623: Zp
2212698196: Zq
3154324390: Zr
3701136334: Zs
404505799: Zt
1649363406: Zu
521767455: Zv
2182058491: Zw
2172873756: Zx
3384281251: Zy
1315525037: Zz
2545142163: Z{
3305302923: Z|
2996854562: Z}
4273692725: Z~
1026666223: Z
3477038331: [ 
2964915131: [!
3453325635: ["
2011050434: [#
2694098830: [$
1981206323: [%
3889617854: [&
2750152308: ['
1384655177: [(
290256187: [)
2271191362: [*
2421943786: [+
3792720394: [,
1609784688: [-
2026359365: [.
86797304: [/
2491699504: [0
2827384829: [1
1375277306: [2
1848476958: [3
2700902131: [4
2195075450: [5
533666303: [6
215076250: [7
343647249: [8
4150864723: [9
3206755290: [:
1370157984: [;
912013575: [<
2384089403: [=
3559635312: [>
248519312: [?
806881987: [@
3548924371: [A
20414783: [B
888122035: [C
2878387868: [D
488272455: [E
3439806474: [F
4272980487: [G
2816223820: [H
580593909: [I
163712329: [J
938732407: [K
2430180048: [L
2943717811: [M
3182894058: [N
353139085: [O
4255232761: [P
621222684: [Q
866870339: [R
2102790333: [S
726378463: [T
894969296: [U
3921651971: [V
4243022628: [W
4001792657: [X
3898115154: [Y
3256913073: [Z
2286182493: [[
1072004535: [\
2170713524: []
3241080221: [^
4183051115: [_
882223459: [`
821922880: [a
587992099: [b
2839065784: [c
1730162380: [d
4150920394: [e
4215634212: [f
3306239866: [g
2898997503: [h
1755938801: [i
1544382943: [j
244505315: [k
492688368: [l
647809639: [m
2791023371: [n
3164974673: [o
1835807596: [p
143039053: [q
931452325: [r
758648099: [s
2407187518: [t
3582050475: [u
1071970064: [v
3563049659: [w
2840565962: [x
566543383: [y
650360011: [z
129796673: [{
3720963551: [|
1848352451: [}
4115783516: [~
3083157786: [
1064590369: \ 
2158103927: \!
2762886022: \"
761865645: \#
3990864783: \$
2817799930: \%
3682210478: \&
2288372798: \'
2513715176: \(
1052910893: \)
3769643167: \*
2677114672: \+
3618473330: \,
4292371549: \-
4097731507: \.
4189986325: \/
3199298656: \0
1619077643: \1
3301503317: \2
223884693: \3
2323698792: \4
2406766941: \5
3495477581: \6
3049695711: \7
1490705321: \8
2783768612: \9
1493695766: \:
963800674: \;
1870117277: \<
206773435: \=
3512294192: \>
139492607: \?
2606305835: \@
2128554965: \A
4248951052: \B
347360035: \C
3112700201: \D
148304008: \E
3344826235: \F
115896558: \G
3271082116: \H
2685403174: \I
3387486040: \J
2346007743: \K
2632797867: \L
1920057233: \M
1403783280: \N
2684322119: \O
3288227716: \P
261725406: \Q
2412246553: \R
3745424801: \S
1895612702: \T
3388340848: \U
503138210: \V
2331988248: \W
3407599940: \X
3672235948: \Y
2565969197: \Z
2947808443: \[
2305977138: \\
2577707681: \]
4239413744: \^
1170493527: \_
3554329487: \`
221531749: \a
2714762805: \b
1520942250: \c
3932638051: \d
3657108492: \e
2462792089: \f
746778604: \g
556897269: \h
1626200216: \i
2607092243: \j
3546173203: \k
3056076483: \l
3243396020: \m
4086090228: \n
321902522: \o
1157119319: \p
2374078291: \q
1744177711: \r
3293564967: \s
1021727984: \t
77692826: \u
3407601167: \v
4027114850: \w
1828345316: \x
2633932206: \y
1510225920: \z
3780705452: \{
4120274062: \|
3140534530: \}
3957143568: \~
3706270675: \
1657083143: ] 
915194830: ]!
134538732: ]"
1322136082: ]#
2189138924: ]$
3738278431: ]%
476990383: ]&
3649261006: ]'
3414210414: ](
965466316: ])
2694179837: ]*
2339045901: ]+
3676045578: ],
2654436723: ]-
2193506404: ].
2039639229: ]/
3923484325: ]0
218462665: ]1
1076108071: ]2
1319017778: ]3
30439268: ]4
1161021308: ]5
3078775553: ]6
2857744156: ]7
1500822586: ]8
1014747049: ]9
2631390384: ]:
1846871220: ];
1377454600: ]<
522189698: ]=
653538385: ]>
2746141618: ]?
4279660091: ]@
2191593729: ]A
1715612152: ]B
1800838409: ]C
3704393965: ]D
1859123695: ]E
1866021662: ]F
2546275522: ]G
603980925: ]H
2992359461: ]I
824124981: ]J
1717818158: ]K
3246629589: ]L
618758832: ]M
4032796362: ]N
3326901010: ]O
80930914: ]P
2268988857: ]Q
43614127: ]R
2654163673: ]S
3821282278: ]T
3907680646: ]U
2068301663: ]V
3919766925: ]W
1127270966: ]X
4079103271: ]Y
2488638835: ]Z
3682324917: ][
1944741490: ]\
3824741907: ]]
2239124213: ]^
1787851503: ]_
1261822157: ]`
3785028607: ]a
225884080: ]b
331657801: ]c
2496016393: ]d
1605620516: ]e
2534504764: ]f
3452391088: ]g
1493942273: ]h
4198903411: ]i
1291001228: ]j
1801008067: ]k
2293011201: ]l
404652631: ]m
3806233487: ]n
175751856: ]o
621545200: ]p
1299239528: ]q
1229261523: ]r
2715039260: ]s
398397688: ]t
3884791785: ]u
4202485746: ]v
169592415: ]w
563458281: ]x
2198836184: ]y
416411796: ]z
3468343768: ]{
3718009453: ]|
2412909613: ]}
2504259792: ]~
16575061: ]
3411749368: ^ 
1556028817: ^!
1080716500: ^"
1345301851: ^#
4080909611: ^$
1292830474: ^%
1689431914: ^&
4036741307: ^'
2463378454: ^(
2753866950: ^)
298676955: ^*
1921245837: ^+
1592544359: ^,
2657767860: ^-
4232098107: ^.
252230751: ^/
3732871603: ^0
910399109: ^1
209624365: ^2
880189372: ^3
906351853: ^4
657985584: ^5
3981879787: ^6
4233836805: ^7
2236093131: ^8
2669888312: ^9
2114177393: ^:
2862442715: ^;
1637998555: ^<
348538553: ^=
3591420375: ^>
3186871864: ^?
2416123518: ^@
969037401: ^A
982408486: ^B
814667584: ^C
1750848837: ^D
4189422996: ^E
2123715232: ^F
851245795: ^G
2249417254: ^H
2520115970: ^I
3883625328: ^J
2011789525: ^K
396950165: ^L
3983148719: ^M
1934699141: ^N
3886261109: ^O
2954295010: ^P
3103326951: ^Q
671206915: ^R
28240242: ^S
814297084: ^T
1925411876: ^U
796011421: ^V
3565934456: ^W
2859217159: ^X
2219456862: ^Y
2813194442: ^Z
2386730160: ^[
713633894: ^\
1137525605: ^]
1430248717: ^^
369958276: ^_
3233097810: ^`
2071604042: ^a
2929661418: ^b
2383088832: ^c
185320098: ^d
3921869258: ^e
1100711430: ^f
4006473306: ^g
864657504: ^h
260062673: ^i
2323361868: ^j
877785309: ^k
897011243: ^l
3368902613: ^m
1727125284: ^n
2231402579: ^o
3773212870: ^p
3215151961: ^q
781629552: ^r
4160643994: ^s
2053427243: ^t
1762358165: ^u
2602048001: ^v
72867389: ^w
2381029121: ^x
323164656: ^y
3232151303: ^z
3208375042: ^{
3150074289: ^|
2116511109: ^}
4248358586: ^~
2175131081: ^
3243420100: _ 
1262262520: _!
1470482734: _"
4249561605: _#
193717042: _$
3841044696: _%
402882859: _&
4212153294: _'
3361101731: _(
4007828026: _)
474620325: _*
3571106884: _+
2780553138: _,
313135123: _-
1546981343: _.
3837081510: _/
2822523318: _0
4180780444: _1
1453136862: _2
669715540: _3
1791519775: _4
2947476191: _5
1493647309: _6
35945486: _7
1903820322: _8
3302634249: _9
3159593776: _:
198366039: _;
3042860920: _<
1890951676: _=
53316124: _>
2621071436: _?
1798728242: _@
45931957: _A
1438617281: _B
718365369: _C
864892501: _D
1162917295: _E
3069334008: _F
3715869807: _G
1508593747: _H
3544007049: _I
642131169: _J
3027207132: _K
3950441649: _L
2828191423: _M
3669446361: _N
646569201: _O
2527372305: _P
148344451: _Q
1235202997: _R
2433928279: _S
2216507528: _T
2225399693: _U
3282586436: _V
1897283874: _W
1136667269: _X
1694841334: _Y
3170834373: _Z
1162146140: _[
3412172995: _\
3449971920: _]
1981525542: _^
195513501: __
3069331735: _`
1038528437: _a
2952576027: _b
3443014601: _c
1981244573: _d
4013563030: _e
3879563225: _f
2411919354: _g
623747922: _h
4214477015: _i
875458422: _j
299926401: _k
4285486984: _l
3254692394: _m
2661456049: _n
3927336558: _o
2330489963: _p
60787937: _q
1677816085: _r
19002202: _s
4018452471: _t
3761379674: _u
389931669: _v
2200685591: _w
1129116621: _x
1898441485: _y
188672219: _z
899323715: _{
3124262413: _|
2541797993: _}
1428842174: _~
1409503385: _
3723969442: ` 
271962605: `!
2334678698: `"
685865493: `#
2706824577: `$
27167044: `%
378699372: `&
3005635466: `'
1015963964: `(
111928296: `)
1585882245: `*
2130164761: `+
850405372: `,
3330640215: `-
281807094: `.
3713878276: `/
2427855435: `0
1268409633: `1
28227767: `2
2857433466: `3
1839958440: `4
770595902: `5
2272880217: `6
1916369721: `7
1377197809: `8
2182452165: `9
3859026620: `:
1248202381: `;
3481590321: `<
233890793: `=
392477537: `>
2697176912: `?
399479981: `@
321825569: `A
2114236833: `B
2753946164: `C
3375269667: `D
2436484876: `E
464584403: `F
2984800348: `G
1137037887: `H
3436997948: `I
3665643265: `J
1878982654: `K
4191394971: `L
3794355879: `M
1370931149: `N
83949455: `O
55310140: `P
2712967003: `Q
985310492: `R
2732147757: `S
1738511559: `T
1404986719: `U
1664293809: `V
1658373381: `W
1265522445: `X
2497021419: `Y
3130643935: `Z
3301237409: `[
1262097997: `\
1512195332: `]
1408627647: `^
1170707957: `_
1675379529: ``
1137467499: `a
196473420: `b
1308812850: `c
1400094675: `d
4059625084: `e
1421738357: `f
2939468420: `g
2830270070: `h
147912985: `i
3010167838: `j
858658870: `k
1160731816: `l
2705359720: `m
1716179086: `n
220194594: `o
110770945: `p
2453586094: `q
2277766370: `r
3592424798: `s
470035474: `t
2937501831: `u
3118145311: `v
2490719760: `w
3295521910: `x
2811066585: `y
2012500176: `z
215937247: `{
2656265454: `|
4181709543: `}
4038687481: `~
3328715024: `
2031594952: a 
2285207052: a!
2083259321: a"
2758671693: a#
2807654980: a$
2618438298: a%
2516522348: a&
844319320: a'
1005000530: a(
2347627127: a)
562799100: a*
2327908207: a+
1653129755: a,
234142430: a-
2624891325: a.
3676100478: a/
2051407413: a0
3632902584: a1
1663373918: a2
2379819172: a3
3596148313: a4
156699737: a5
4193548469: a6
2181385872: a7
934853188: a8
3331250818: a9
1675535948: a:
423052562: a;
3982749023: a<
2234912237: a=
70808929: a>
2730416746: a?
576480034: a@
1905915975: aA
2115798418: aB
1760695483: aC
979910678: aD
1796339613: aE
245152995: aF
4228912069: aG
661533832: aH
1093291364: aI
2847570781: aJ
3418904649: aK
2277395528: aL
1362075888: aM
2353524150: aN
2753884810: aO
3824427787: aP
2808163794: aQ
98232039: aR
1310244716: aS
2575702316: aT
4019824961: aU
2739302177: aV
4183919420: aW
1137903424: aX
3997554164: aY
2050670821: aZ
2262510488: a[
2363732499: a\
4027053162: a]
2216057079: a^
2458756288: a_
2659058755: a`
1657412570: aa
3532863864: ab
3828712473: ac
747733552: ad
3613725471: ae
1868739600: af
798119170: ag
3295816185: ah
857412360: ai
1704922503: aj
2610598108: ak
3452687848: al
2905591887: am
3345136571: an
2242310723: ao
2492449888: ap
4112637079: aq
266719837: ar
2181115078: as
807916082: at
2439109018: au
1569712844: av
380897817: aw
1427320248: ax
3050075552: ay
1189850920: az
3765197927: a{
3968464772: a|
105049917: a}
1909556909: a~
851663717: a
3502254094: b 
236947931: b!
438276292: b"
1756612374: b#
667157299: b$
2389435665: b%
381436475: b&
887511532: b'
2761275674: b(
264415583: b)
2713604824: b*
2240096047: b+
3180252307: b,
1513267995: b-
1669216127: b.
3130110122: b/
71651901: b0
2490783473: b1
2094069674: b2
175355338: b3
1858136716: b4
2472344930: b5
1237087735: b6
3388553323: b7
1524872978: b8
4204052410: b9
2314905756: b:
3147573375: b;
73671966: b<
1009924211: b=
2802543008: b>
1350108856: b?
3464565414: b@
67064778: bA
401842432: bB
337524165: bC
1503087749: bD
2592901799: bE
3855151581: bF
3258513535: bG
3591816052: bH
1259297380: bI
971677938: bJ
4278243668: bK
234921783: bL
1689117246: bM
2805205488: bN
1142919870: bO
909456817: bP
63656252: bQ
4189517981: bR
708826931: bS
2865954178: bT
2876274612: bU
4059765996: bV
1971042963: bW
1601671203: bX
2386573863: bY
1793280456: bZ
1279687645: b[
3786534625: b\
3941383075: b]
157699481: b^
2176871627: b_
1701819931: b`
3786391364: ba
3261126215: bb
47374405: bc
1315183285: bd
103497129: be
1429070676: bf
2657503617: bg
2616101858: bh
2743995836: bi
873760803: bj
3628447131: bk
2145634339: bl
3426905850: bm
1824386240: bn
1277273028: bo
2839823742: bp
3835754453: bq
3279896693: br
2231984153: bs
3547514150: bt
3442201281: bu
1101771181: bv
116685952: bw
3141028938: bx
1050720952: by
2883519946: bz
1987625067: b{
2798375687: b|
4151504543: b}
2683910938: b~
2524008408: b
1081941708: c 
3011519372: c!
1453117664: c"
2381057353: c#
701331921: c$
690374004: c%
3180664752: c&
3489280929: c'
1402255359: c(
2009652294: c)
3827046851: c*
143956929: c+
1813287820: c,
1257736731: c-
1296622164: c.
2675609917: c/
2185291656: c0
3674082800: c1
1569547435: c2
3311645849: c3
3294561581: c4
563235742: c5
549859882: c6
3717088432: c7
1953466063: c8
3833956543: c9
1372927672: c:
1358961579: c;
1666907940: c<
2134623581: c=
741806499: c>
1425946544: c?
854390015: c@
3156045785: cA
68946906: cB
2181593909: cC
2801126654: cD
2179119262: cE
815037983: cF
3084189450: cG
2466521629: cH
2999003114: cI
1592403323: cJ
2107453821: cK
3056488866: cL
2883015789: cM
89962818: cN
250260178: cO
3712518519: cP
4140126381: cQ
711747914: cR
2609498513: cS
1453908083: cT
1149881172: cU
727570268: cV
2091659167: cW
560094970: cX
3087533731: cY
1291741069: cZ
2409463655: c[
3876048599: c\
1815540941: c]
3585267595: c^
117827521: c_
498630103: c`
3733680487: ca
2406097630: cb
659977286: cc
2146470454: cd
3207032546: ce
882838296: cf
3309973555: cg
1990247228: ch
3522911873: ci
3388960520: cj
605373698: ck
3239811937: cl
804446009: cm
1744168343: cn
2943609456: co
847132799: cp
3940018718: cq
3546979016: cr
1752063019: cs
3575009628: ct
3246939810: cu
207632498: cv
4264156476: cw
1274219904: cx
984828097: cy
389004590: cz
3404758095: c{
3853878561: c|
3544995530: c}
2378393944: c~
4226518854: c
2701575135: d 
1212605224: d!
2503911345: d"
3878649731: d#
1813302475: d$
149944749: d%
3371578729: d&
1062955197: d'
3357866414: d(
3380235800: d)
860846606: d*
3803960317: d+
2908283259: d,
1921768083: d-
3499956938: d.
3465621712: d/
1044961365: d0
4107903466: d1
24190847: d2
3188497905: d3
1168404736: d4
1749659794: d5
857624023: d6
2436760890: d7
221897256: d8
3972227286: d9
1451215448: d:
724126019: d;
3773167536: d<
471669142: d=
1233301671: d>
498180242: d?
1290188428: d@
460459805: dA
3755902174: dB
542408288: dC
3715992965: dD
2816053440: dE
4232784369: dF
1350512868: dG
2783437018: dH
668768835: dI
2137252635: dJ
1801785470: dK
103372489: dL
4118477881: dM
1355955347: dN
2232582118: dO
2535929843: dP
3720554910: dQ
2275685204: dR
552460089: dS
3888201907: dT
1834137116: dU
533789816: dV
4148764286: dW
942915518: dX
3038512078: dY
4283713440: dZ
783581501: d[
845015960: d\
2095084748: d]
4222211256: d^
4004348779: d_
2293435490: d`
3809075809: da
671223876: db
463135244: dc
3065728799: dd
1603293920: de
2952858153: df
4281156463: dg
3946084567: dh
2757724678: di
1908562791: dj
2571012490: dk
3378793554: dl
2069108285: dm
3797753554: dn
3109241526: do
1333617099: dp
2817586150: dq
196123794: dr
4292529998: ds
3385861731: dt
3474924411: du
1178967196: dv
1130794892: dw
879387519: dx
2825641270: dy
923768023: dz
559512148: d{
3900362636: d|
3904936384: d}
1618189965: d~
2796824265: d
3625805852: e 
2452964568: e!
1042626603: e"
1414508762: e#
2750033667: e$
3844527322: e%
2560119639: e&
337470812: e'
3508061369: e(
2391046443: e)
2005009351: e*
3359105209: e+
676059858: e,
587935779: e-
2266354347: e.
2585592765: e/
3075201084: e0
2147897669: e1
569214859: e2
404009838: e3
1581512004: e4
4221414075: e5
991201899: e6
1230827023: e7
3525532903: e8
47761014: e9
1261740485: e:
82616123: e;
2051736166: e<
3202805720: e=
2214908320: e>
1278458426: e?
1848760911: e@
3596615830: eA
2036023667: eB
3197354391: eC
2325246339: eD
1908192386: eE
2743412294: eF
2125862113: eG
2854452291: eH
3377698433: eI
1971428183: eJ
815593331: eK
396909089: eL
1288513110: eM
274554227: eN
4280226226: eO
137057556: eP
3076304776: eQ
805436480: eR
1049326445: eS
697089367: eT
4235435655: eU
2321787236: eV
340692684: eW
1456831639: eX
1481611574: eY
2486669460: eZ
2113725220: e[
1910920590: e\
71998000: e]
302847181: e^
2566073021: e_
1828763920: e`
3961056027: ea
222547063: eb
4056829189: ec
2323706682: ed
3107545808: ee
1869607994: ef
1814309468: eg
3679022383: eh
1959597998: ei
672423466: ej
4181937712: ek
443847476: el
1602867763: em
3028219424: en
1642829284: eo
1798345848: ep
3611747425: eq
238281816: er
1412199739: es
892333527: et
4019285496: eu
3086865804: ev
3844882191: ew
530775653: ex
1427382041: ey
2825493954: ez
3586346613: e{
3259637063: e|
248734142: e}
3506058534: e~
2710113569: e
2535450826: f 
3573866100: f!
3921326908: f"
2535503178: f#
2270437720: f$
1369693386: f%
1593276209: f&
1423014943: f'
1209092809: f(
2128529266: f)
3817197866: f*
3256995790: f+
3566018072: f,
2046772849: f-
2173056505: f.
1798394606: f/
740660159: f0
4056484567: f1
2182360238: f2
3683849117: f3
3515927260: f4
3374131225: f5
1286997985: f6
1961553959: f7
2349097297: f8
3386319536: f9
2376503662: f:
1479354696: f;
3760780658: f<
2815681066: f=
437251915: f>
2003995459: f?
841368260: f@
2507652351: fA
1527954980: fB
4200146100: fC
1313639095: fD
3312179764: fE
2450557334: fF
2400514745: fG
4038574681: fH
886209200: fI
1014309862: fJ
708115940: fK
1870572517: fL
2092852752: fM
3997816419: fN
2146244374: fO
3413380124: fP
3474304939: fQ
4041835379: fR
3238877276: fS
3201380709: fT
2349083670: fU
2616146776: fV
3569650841: fW
3652117749: fX
554046557: fY
2834091740: fZ
1526371108: f[
3011671085: f\
2971920479: f]
1901448226: f^
2489958515: f_
3244805444: f`
1343282392: fa
1740671219: fb
848323830: fc
1297362255: fd
2193452059: fe
1934053916: ff
2016973444: fg
3098335930: fh
4141409684: fi
3040754046: fj
2875638234: fk
1967603551: fl
1441635608: fm
523677242: fn
3998437406: fo
734428590: fp
3630978636: fq
2148197698: fr
3285883983: fs
2840969297: ft
747431390: fu
1593183483: fv
3153082460: fw
1511903412: fx
3421170460: fy
994754828: fz
1274323860: f{
3462243839: f|
59039494: f}
2184043915: f~
1123665649: f
3904657083: g 
3854040381: g!
2392055846: g"
981422629: g#
2929418160: g$
1279816612: g%
734198458: g&
1986918120: g'
2601831821: g(
3257180753: g)
280923135: g*
549847739: g+
3242670111: g,
1186157204: g-
426789208: g.
2095820109: g/
823456736: g0
2224791510: g1
2490338512: g2
1113481982: g3
2536456059: g4
2848170953: g5
3266680399: g6
1742073966: g7
1458225757: g8
1197298447: g9
668953991: g:
4072879195: g;
2033902308: g<
3950812174: g=
2491384144: g>
3038932018: g?
398880030: g@
578226817: gA
3127603357: gB
1412503656: gC
3229142895: gD
1656476700: gE
1800850518: gF
2694824196: gG
3392824376: gH
1189751722: gI
628606730: gJ
4130531580: gK
2181380948: gL
3649382861: gM
2751508403: gN
442714425: gO
3423242847: gP
1515326934: gQ
1127397717: gR
3130245513: gS
1716578277: gT
3678331396: gU
2278837958: gV
182181057: gW
2088752671: gX
2379609615: gY
25173449: gZ
2436938028: g[
1505350106: g\
520998058: g]
2145043468: g^
2397504503: g_
53475580: g`
2523908976: ga
1839867463: gb
3464654400: gc
3854126485: gd
786719342: ge
954912507: gf
2981670158: gg
3009754972: gh
3628802917: gi
3098499545: gj
2526354205: gk
44938702: gl
2387460108: gm
629279769: gn
1208079955: go
1056655755: gp
3549621393: gq
670785143: gr
2145450018: gs
273259692: gt
3238541167: gu
4098008154: gv
221349856: gw
247147823: gx
